OBS#,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
774,3,24.0,4,0,0,0,1,0,0,2223.0,1,4,4,0,1,0,0,0,4,0,0,52.0,1,0,1,2,2,1,0,0,1
775,2,12.0,4,1,0,0,0,0,0,1480.0,2,0,2,0,1,0,0,0,4,0,1,66.0,1,0,0,3,0,1,0,0,1
776,0,24.0,2,1,0,0,0,0,0,1371.0,4,2,4,0,0,0,0,0,4,1,0,25.0,0,1,0,1,2,1,0,0,0
777,3,36.0,4,1,0,0,0,0,0,3535.0,0,3,4,0,1,0,0,0,4,0,0,37.0,0,0,1,2,2,1,1,0,1
778,0,18.0,2,0,0,0,1,0,0,3509.0,0,3,4,0,0,0,0,1,1,1,0,25.0,0,0,1,1,2,1,0,0,1
779,3,36.0,4,0,1,0,0,0,0,5711.0,3,4,4,0,1,0,0,0,2,0,0,38.0,0,0,1,2,3,1,1,0,1
780,1,18.0,2,0,0,0,0,0,0,3872.0,0,0,2,0,0,0,0,0,4,0,0,67.0,0,0,1,1,2,1,1,0,1
781,1,39.0,4,0,0,0,1,0,0,4933.0,0,3,2,0,1,0,0,1,2,1,0,25.0,0,0,1,2,2,1,0,0,0
782,3,24.0,4,1,0,0,0,0,0,1940.0,3,4,4,0,1,0,0,0,4,1,0,60.0,0,0,1,1,2,1,1,0,1
783,1,12.0,0,0,0,0,0,0,0,1410.0,0,2,2,0,1,0,0,0,2,1,0,,0,0,1,1,1,1,1,0,1
784,1,12.0,2,1,0,0,0,0,0,836.0,1,1,4,0,0,0,0,0,2,0,0,23.0,1,0,1,1,1,1,0,0,0
785,1,20.0,2,0,1,0,0,0,0,6468.0,4,0,1,1,0,0,0,0,4,1,0,60.0,0,0,1,1,3,1,1,0,1
786,1,18.0,2,0,0,0,0,0,1,1941.0,3,2,4,0,1,0,0,0,2,0,0,35.0,0,0,1,1,1,1,1,0,1
787,3,22.0,2,0,0,0,1,0,0,2675.0,2,4,3,0,1,0,0,0,4,0,0,40.0,0,0,1,1,2,1,0,0,1
788,3,48.0,4,0,1,0,0,0,0,2751.0,4,4,4,0,1,0,0,0,3,0,0,38.0,0,0,1,2,2,2,1,0,1
789,1,48.0,3,0,0,0,0,1,0,6224.0,0,4,4,0,1,0,0,0,4,0,1,50.0,0,0,0,1,2,1,0,0,0
790,0,40.0,4,0,0,0,0,1,0,,0,2,4,0,1,0,0,0,3,0,1,27.0,1,0,1,1,2,1,1,0,0
791,1,21.0,2,0,0,0,0,0,1,1188.0,0,4,2,0,0,0,0,0,4,0,0,39.0,0,0,1,1,2,2,0,0,0
792,3,24.0,2,0,1,0,0,0,0,,4,4,3,0,1,0,0,0,4,0,0,41.0,0,0,1,1,3,2,1,0,1
793,3,6.0,4,0,0,1,0,0,0,1221.0,4,2,1,0,0,1,0,0,2,0,0,27.0,0,0,1,2,2,1,0,0,1
794,2,24.0,2,0,0,1,0,0,0,2892.0,0,4,3,1,0,0,0,0,4,0,1,51.0,0,0,0,1,2,1,0,0,1
795,3,24.0,2,0,0,1,0,0,0,3062.0,2,4,4,0,1,0,0,0,3,0,1,32.0,0,1,0,1,2,1,1,0,1
796,3,,2,0,0,1,0,0,0,2301.0,1,1,2,0,0,0,0,0,4,0,0,22.0,0,1,0,1,2,1,0,0,1
797,0,18.0,2,0,1,0,0,0,0,7511.0,4,4,1,0,1,0,0,0,4,0,0,51.0,0,0,0,1,2,2,1,0,0
798,3,,4,0,0,1,0,0,0,1258.0,0,1,2,0,0,0,0,0,4,0,0,22.0,0,1,0,2,1,1,0,0,1
799,3,24.0,3,1,0,0,0,0,0,717.0,4,4,4,0,0,1,0,0,4,0,0,,0,0,1,2,2,1,1,0,1
800,1,9.0,2,1,0,0,0,0,0,1549.0,4,1,4,0,1,0,0,0,2,1,0,35.0,0,0,1,1,0,1,0,0,1
801,3,24.0,4,0,0,0,0,1,0,,0,4,4,0,1,0,0,0,4,0,1,54.0,0,0,0,2,2,2,0,0,1
802,1,18.0,4,0,0,0,1,0,0,,0,4,3,0,0,0,0,1,4,1,0,48.0,1,1,0,2,1,1,1,0,1
803,0,20.0,4,0,0,1,0,0,0,4272.0,0,4,1,0,0,0,0,0,4,0,0,24.0,0,0,1,2,2,1,0,0,1
804,3,12.0,4,0,0,0,1,0,0,976.0,4,4,4,0,1,0,0,0,4,0,0,35.0,0,0,1,2,2,1,0,0,1
805,1,12.0,2,1,0,0,0,0,0,7472.0,4,0,1,0,0,0,0,0,2,1,0,24.0,0,1,0,1,0,1,0,0,1
806,0,36.0,2,1,0,0,0,0,0,9271.0,0,3,2,0,1,0,0,0,1,0,0,24.0,0,0,1,1,2,1,1,0,0
807,1,6.0,2,0,0,0,1,0,0,590.0,0,1,3,0,0,1,0,0,3,1,0,26.0,0,0,1,1,1,1,0,1,1
808,3,12.0,4,0,0,0,1,0,0,930.0,4,4,4,0,1,0,0,0,4,1,0,65.0,0,0,1,4,2,1,0,0,1
809,1,42.0,1,0,1,0,0,0,0,9283.0,0,0,1,0,1,0,0,0,2,0,1,55.0,1,0,0,1,3,1,1,0,1
810,1,15.0,0,1,0,0,0,0,0,1778.0,0,1,2,0,0,0,0,0,1,1,0,26.0,0,1,0,2,0,1,0,0,0
811,1,8.0,2,0,0,0,0,0,1,,0,1,3,0,0,1,0,0,2,1,0,,0,0,1,1,2,1,1,0,1
812,1,6.0,2,0,0,0,1,0,0,484.0,0,3,3,0,0,1,0,1,3,1,0,,1,0,1,1,1,1,0,0,1
813,0,36.0,4,0,1,0,0,0,0,9629.0,0,3,4,0,1,0,0,0,4,0,0,24.0,0,0,1,2,2,1,1,0,0
814,0,48.0,2,0,0,0,0,0,0,3051.0,0,2,3,0,1,0,0,0,4,0,0,54.0,0,0,1,1,2,1,0,0,0
815,0,48.0,2,1,0,0,0,0,0,3931.0,0,3,4,0,1,0,0,0,4,0,1,46.0,0,0,0,1,2,2,0,0,0
816,1,36.0,3,1,0,0,0,0,0,7432.0,0,2,2,0,0,0,0,0,2,0,0,54.0,0,1,0,1,2,1,0,0,1
817,3,6.0,2,0,0,0,0,0,0,1338.0,2,2,1,1,0,0,0,0,4,1,0,62.0,0,0,1,1,2,1,0,0,1
818,3,6.0,4,0,0,0,1,0,0,1554.0,0,3,1,0,0,0,0,0,2,0,0,24.0,0,1,0,2,2,1,1,0,1
819,0,36.0,2,0,0,0,0,0,0,15857.0,0,0,2,1,0,0,1,0,3,0,0,43.0,0,0,1,1,3,1,0,0,1
820,0,18.0,2,0,0,0,1,0,0,1345.0,0,2,4,0,0,1,0,0,3,1,0,26.0,1,0,1,1,2,1,0,0,0
821,3,12.0,2,1,0,0,0,0,0,1101.0,0,2,3,0,0,1,0,0,2,1,0,27.0,0,0,1,2,2,1,1,0,1
822,2,12.0,2,0,0,0,1,0,0,3016.0,0,2,3,0,0,1,0,0,1,0,0,24.0,0,0,1,1,2,1,0,0,1
823,0,36.0,2,0,0,1,0,0,0,2712.0,0,4,2,0,1,0,0,0,2,0,0,41.0,1,0,1,1,2,2,0,0,0
824,0,8.0,4,1,0,0,0,0,0,731.0,0,4,4,0,1,0,0,0,4,1,0,47.0,0,0,1,2,1,1,0,0,1
825,3,18.0,4,0,0,1,0,0,0,3780.0,0,1,3,1,0,0,0,0,2,0,0,35.0,0,0,1,2,3,1,1,0,1
826,0,21.0,4,1,0,0,0,0,0,1602.0,0,4,4,0,0,1,0,0,3,0,0,30.0,0,0,1,2,2,1,1,0,1
827,0,18.0,4,1,0,0,0,0,0,3966.0,0,4,1,0,0,0,0,0,4,1,0,33.0,1,1,0,3,2,1,1,0,0
828,3,18.0,0,0,0,0,0,0,1,4165.0,0,2,2,0,1,0,0,0,2,0,0,36.0,1,0,1,2,2,2,0,0,0
829,0,36.0,2,0,1,0,0,0,0,8335.0,4,4,3,0,1,0,0,0,4,0,1,47.0,0,0,0,1,2,1,0,0,0
830,1,48.0,3,0,0,0,0,0,1,6681.0,4,2,4,0,1,0,0,0,4,0,1,38.0,0,0,0,1,2,2,1,0,1
831,3,24.0,3,0,0,0,0,0,1,2375.0,2,2,4,0,1,0,0,0,2,0,0,44.0,0,0,1,2,2,2,1,0,1
832,0,18.0,2,1,0,0,0,0,0,1216.0,0,1,4,0,0,0,0,0,3,0,0,23.0,0,1,0,1,2,1,1,0,0
833,0,45.0,0,0,0,0,0,0,1,11816.0,0,4,2,0,1,0,0,0,4,0,0,29.0,0,1,0,2,2,1,0,0,0
834,1,24.0,2,0,0,0,1,0,0,5084.0,4,4,2,0,0,0,0,0,4,0,0,42.0,0,0,1,1,2,1,1,0,1
835,2,15.0,2,0,0,0,1,0,0,2327.0,0,1,2,0,0,0,0,0,3,1,0,25.0,0,0,1,1,1,1,0,0,0
836,0,12.0,0,1,0,0,0,0,0,1082.0,0,2,4,0,1,0,0,0,4,0,0,48.0,1,0,1,2,2,1,0,0,0
837,3,12.0,2,0,0,0,1,0,0,886.0,4,2,4,0,0,0,0,0,2,0,0,21.0,0,0,1,1,2,1,0,0,1
838,3,4.0,2,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,3,1,0,23.0,0,1,0,1,1,2,0,0,1
839,0,24.0,4,0,1,0,0,0,0,2957.0,0,4,4,0,1,0,0,0,4,0,0,,0,0,1,2,2,1,1,0,1
840,3,24.0,4,0,0,0,1,0,0,-2611.0,0,4,4,0,0,1,1,0,3,1,0,46.0,0,0,1,2,2,1,0,0,1
841,0,36.0,2,0,0,1,0,0,0,5179.0,0,3,4,0,1,0,0,0,2,0,0,29.0,0,0,1,1,2,1,0,0,0
842,3,21.0,3,0,1,0,0,0,0,2993.0,0,2,3,0,1,0,0,0,2,1,0,28.0,1,0,1,2,1,1,0,0,1
843,3,18.0,2,0,0,0,0,0,0,1943.0,0,1,4,0,0,0,0,0,4,1,0,23.0,0,0,1,1,2,1,0,0,0
844,3,24.0,1,0,0,0,0,0,1,1559.0,0,3,4,0,1,0,0,0,4,0,0,50.0,1,0,1,1,2,1,1,0,1
845,3,18.0,2,0,0,1,0,0,0,3422.0,0,4,4,0,1,0,0,0,4,0,0,47.0,1,0,1,3,2,2,1,0,1
846,1,21.0,2,0,0,1,0,0,0,3976.0,4,3,2,0,1,0,0,0,3,0,0,35.0,0,0,1,1,2,1,1,0,1
847,3,18.0,2,1,0,0,0,0,0,6761.0,4,2,2,0,1,0,0,0,4,0,0,68.0,0,1,0,2,2,1,0,0,0
848,3,24.0,2,1,0,0,0,0,0,1249.0,0,1,4,0,0,1,0,0,2,1,0,28.0,0,0,1,1,2,1,0,0,1
849,0,9.0,2,0,0,0,1,0,0,1364.0,0,3,3,0,1,0,0,0,4,1,0,59.0,0,0,1,1,2,1,0,0,1
850,0,12.0,2,0,0,0,1,0,0,709.0,0,4,4,0,1,0,0,0,4,1,0,57.0,1,0,1,1,1,1,0,0,0
851,0,20.0,4,1,0,0,0,0,0,2235.0,0,2,4,0,0,1,0,1,2,0,0,33.0,1,1,0,2,2,1,0,1,0
852,3,24.0,4,0,1,0,0,0,0,4042.0,4,3,3,0,1,0,0,0,4,0,0,43.0,0,0,1,2,2,1,1,0,1
853,3,15.0,4,0,0,0,2,0,0,1471.0,0,2,4,0,1,0,0,0,4,0,1,,0,0,0,2,2,1,1,0,1
854,0,18.0,1,1,0,0,0,0,0,1442.0,0,3,4,0,1,0,0,0,4,0,1,150.0,0,0,0,2,1,2,0,0,0
855,3,36.0,3,1,0,0,0,0,0,10875.0,0,4,2,0,1,0,0,0,2,0,0,45.0,0,0,1,2,2,2,1,0,1
856,3,24.0,2,1,0,0,0,0,0,1474.0,1,1,4,0,0,1,0,0,3,1,0,33.0,0,0,1,1,2,1,1,0,1
857,3,10.0,2,0,0,0,0,0,0,894.0,4,3,4,0,0,0,0,0,3,0,0,40.0,0,0,1,1,2,1,1,0,1
858,3,15.0,4,0,0,1,0,0,0,3343.0,0,2,4,0,1,0,0,0,2,0,1,28.0,0,0,0,1,2,1,1,0,1
859,0,15.0,2,1,0,0,0,0,0,3959.0,0,2,3,0,0,0,0,0,2,0,0,29.0,0,0,1,1,2,1,1,0,0
860,3,9.0,2,1,0,0,0,0,0,3577.0,1,2,1,0,1,0,0,1,2,1,0,26.0,0,1,0,1,2,2,0,1,1
861,3,24.0,4,0,1,0,0,0,0,5804.0,3,2,4,0,1,0,0,0,2,1,0,27.0,0,0,1,2,2,1,0,0,1
862,3,18.0,3,0,0,0,0,0,1,2169.0,0,2,4,0,0,1,0,0,2,0,0,28.0,0,0,1,1,2,1,1,0,0
863,0,24.0,2,0,0,0,1,0,0,2439.0,0,1,4,0,0,0,0,0,4,1,0,35.0,0,0,1,1,2,1,1,0,0
864,3,27.0,4,0,0,1,0,0,0,4526.0,3,1,4,0,1,0,0,0,2,1,0,32.0,1,0,1,2,1,2,1,0,1
865,3,10.0,2,0,2,1,0,0,0,2210.0,0,2,2,0,1,0,0,0,2,1,0,25.0,1,1,0,1,1,1,0,0,0
866,3,15.0,2,0,0,1,0,0,0,2221.0,2,2,2,0,0,0,0,0,4,0,0,20.0,0,1,0,1,2,1,0,0,1
867,0,18.0,2,0,0,0,1,2,0,2389.0,0,1,4,0,0,0,0,0,1,0,0,27.0,1,0,1,1,2,1,0,0,1
868,3,12.0,4,0,0,1,0,0,0,3331.0,0,4,2,0,1,0,0,0,4,0,0,42.0,1,0,1,1,2,1,0,0,1
869,3,36.0,2,0,2,0,0,0,1,7409.0,4,4,3,0,1,0,0,0,2,0,0,37.0,0,0,1,2,2,1,0,0,1
870,0,12.0,2,0,0,1,0,0,0,652.0,0,4,4,0,0,0,0,0,4,0,0,24.0,0,1,0,1,2,1,0,0,1
871,3,36.0,3,0,0,1,0,0,0,7678.0,2,3,2,0,0,0,0,0,4,0,0,40.0,0,0,1,2,2,1,1,0,1
872,2,6.0,4,1,0,0,0,0,0,1343.0,0,4,1,0,1,0,0,0,4,1,0,46.0,0,0,1,2,2,2,0,1,1
873,0,24.0,4,0,0,0,0,0,1,1382.0,1,3,4,0,1,0,0,0,1,1,0,26.0,0,0,1,2,2,1,1,0,1
874,3,15.0,2,0,0,0,0,0,0,874.0,4,1,4,0,0,0,0,0,1,1,0,24.0,0,0,1,1,2,1,0,0,1
875,0,12.0,2,2,0,1,0,0,0,3590.0,0,2,2,0,1,0,1,0,2,0,0,29.0,0,0,1,1,1,2,0,0,1
876,1,11.0,4,1,0,0,0,0,0,1322.0,3,2,4,0,0,0,0,0,4,0,0,,0,0,1,2,2,1,0,0,1
877,0,18.0,1,0,0,0,1,0,0,1940.0,0,1,3,0,1,0,1,0,4,0,1,36.0,1,0,0,1,3,1,1,0,1
878,3,36.0,2,0,0,0,1,0,0,,0,4,4,0,1,0,0,0,2,0,0,28.0,0,0,1,1,2,1,0,0,1
879,0,9.0,2,1,0,0,0,0,0,1422.0,0,1,3,0,1,0,0,0,2,0,1,27.0,0,0,0,1,3,1,1,0,0
880,3,30.0,4,0,0,0,1,0,0,6742.0,4,3,2,0,1,0,0,0,3,0,0,36.0,0,0,1,2,2,1,0,0,1
881,3,24.0,2,2,1,0,0,0,0,7814.0,0,3,3,0,1,0,0,0,3,0,0,38.0,0,0,1,1,3,1,1,0,1
882,3,24.0,2,0,1,0,0,0,0,9277.0,4,2,2,1,0,0,0,0,4,0,1,48.0,0,0,0,1,2,1,1,0,1
883,1,30.0,4,1,0,0,0,0,0,2181.0,4,4,4,0,1,0,0,0,4,1,0,36.0,0,0,1,2,2,1,0,0,1
884,3,18.0,4,0,0,0,1,0,0,1098.0,0,0,4,0,0,0,0,0,4,0,0,65.0,0,0,1,2,0,1,0,0,1
885,1,24.0,2,0,0,1,0,0,0,4057.0,0,3,3,1,0,0,0,0,3,0,0,43.0,0,0,1,1,2,1,1,0,0
886,0,12.0,2,0,0,0,0,1,0,795.0,0,1,4,0,0,0,0,0,4,0,0,53.0,0,0,1,1,2,1,0,0,0
887,1,24.0,4,0,0,0,0,0,1,2825.0,4,3,4,0,1,0,0,0,3,0,1,34.0,0,0,1,2,2,2,1,0,1
888,1,,2,0,0,0,0,0,1,15672.0,0,2,2,0,1,0,0,0,2,0,0,23.0,0,0,1,1,2,1,1,0,0
889,3,36.0,4,1,0,0,0,0,0,6614.0,0,4,4,0,1,0,0,0,4,0,0,34.0,0,0,1,2,3,1,1,0,1
890,3,28.0,1,0,1,0,0,0,0,7824.0,4,1,3,0,1,0,0,1,4,1,0,40.0,1,1,0,2,2,2,1,0,1
891,0,27.0,4,0,0,0,0,0,1,2442.0,0,4,4,0,1,0,0,0,4,0,0,43.0,1,0,1,4,3,2,1,0,1
892,3,15.0,4,0,0,0,1,0,0,1829.0,0,4,4,0,1,0,0,0,4,0,0,46.0,0,0,1,2,2,1,1,0,1
893,0,12.0,4,1,0,0,2,0,0,2171.0,0,2,4,0,1,0,0,0,4,0,0,38.0,1,0,1,2,1,1,0,1,1
894,1,36.0,4,0,1,0,0,0,0,5800.0,0,2,3,0,1,0,0,0,4,0,0,34.0,0,0,1,2,2,1,1,0,1
895,3,18.0,4,0,0,0,1,0,0,1169.0,4,2,4,0,1,0,0,0,3,0,0,29.0,0,0,1,2,2,1,1,0,1
896,3,36.0,3,0,1,0,0,0,0,8947.0,4,3,3,0,1,0,0,0,2,0,0,31.0,1,0,1,1,3,2,1,0,1
897,0,21.0,2,0,0,0,1,0,0,2606.0,0,1,4,0,0,0,0,0,4,0,0,28.0,0,1,0,1,3,1,1,0,1
898,3,12.0,4,0,0,1,0,0,0,1592.0,3,3,3,0,0,0,0,0,2,0,0,35.0,0,0,1,1,2,1,0,1,1
899,3,15.0,2,0,0,1,0,0,0,2186.0,4,3,1,0,0,0,0,0,4,1,0,33.0,1,1,0,1,1,1,0,0,1
900,0,18.0,2,0,0,1,0,0,0,4153.0,0,2,2,0,1,0,1,0,3,0,0,42.0,0,0,1,1,2,1,0,0,0
901,0,16.0,4,1,0,0,0,0,0,2625.0,0,4,2,0,1,0,0,1,4,0,0,43.0,1,1,0,1,2,1,1,0,0
902,3,20.0,4,1,0,0,0,0,0,3485.0,4,1,2,1,0,0,0,0,4,1,0,44.0,0,0,1,2,2,1,1,0,1
903,3,36.0,4,0,1,0,0,0,0,10477.0,4,4,2,0,1,0,0,0,4,0,1,42.0,0,0,0,2,2,1,0,0,1
904,3,15.0,2,0,0,0,1,0,0,1386.0,4,2,4,0,0,1,0,0,2,1,0,40.0,0,1,0,1,2,1,1,0,1
905,3,24.0,2,0,0,0,1,0,0,1278.0,0,4,4,0,1,0,0,0,1,1,0,36.0,0,0,1,1,3,1,1,0,1
906,0,12.0,2,0,0,0,1,0,0,1107.0,0,2,2,0,1,0,0,0,2,1,0,20.0,0,1,0,1,3,2,1,0,1
907,0,21.0,2,1,0,0,0,0,0,3763.0,4,3,2,0,1,0,1,0,2,1,0,24.0,0,0,1,1,1,1,0,1,1
908,1,36.0,2,0,0,0,0,1,0,3711.0,4,2,2,0,0,1,0,0,2,0,0,27.0,0,0,1,1,2,1,0,0,1
909,3,15.0,3,0,1,0,0,0,0,3594.0,0,1,1,0,0,0,0,0,2,0,0,46.0,0,0,1,2,1,1,0,0,1
910,1,9.0,2,1,0,0,0,0,0,3195.0,4,2,1,0,0,0,0,0,2,1,0,33.0,0,0,1,1,1,1,0,0,1
911,3,36.0,3,0,0,0,1,0,0,4454.0,0,2,4,0,0,0,0,0,4,1,0,34.0,0,0,1,2,2,1,0,0,1
912,1,24.0,4,0,0,1,0,0,0,4736.0,0,1,2,0,0,0,0,0,4,0,0,25.0,1,0,1,1,1,1,0,0,0
913,1,30.0,2,0,0,0,1,0,0,2991.0,4,4,2,0,0,0,0,0,4,0,0,25.0,0,0,1,1,2,1,0,0,1
914,3,11.0,2,0,0,0,0,0,1,,3,4,1,1,0,0,0,0,2,1,0,28.0,0,0,1,1,2,1,1,0,1
915,0,24.0,1,0,0,0,0,0,1,3161.0,0,2,4,0,1,0,0,0,2,0,0,31.0,0,1,0,1,2,1,1,0,0
916,1,48.0,0,0,0,0,0,0,0,18424.0,0,2,1,0,0,0,0,0,2,0,0,,1,0,1,1,3,1,1,1,0
917,3,10.0,2,0,1,0,0,0,0,2848.0,1,2,1,0,1,0,1,0,2,1,0,32.0,0,0,1,1,2,2,0,0,1
918,0,6.0,2,1,0,0,0,0,0,14896.0,0,4,1,0,1,0,0,0,4,0,1,68.0,1,0,1,1,3,1,1,0,0
919,0,24.0,2,0,0,1,0,0,0,2359.0,1,0,1,1,0,0,0,0,1,0,0,33.0,0,0,1,1,2,1,0,0,0
920,0,24.0,2,0,0,1,0,0,0,3345.0,0,4,4,0,1,0,0,0,2,0,0,,0,1,0,1,3,1,1,0,0
921,3,18.0,4,0,0,1,0,0,0,1817.0,0,2,4,0,0,0,0,0,2,0,1,28.0,0,0,1,2,2,1,0,0,1
922,3,48.0,3,0,0,0,1,0,0,12749.0,2,3,4,0,1,0,0,0,1,0,0,37.0,0,0,1,1,3,1,1,0,1
923,0,9.0,2,0,0,0,1,0,0,1366.0,0,1,3,0,0,0,0,0,4,0,0,22.0,0,1,0,1,2,1,0,0,0
924,1,12.0,2,1,0,0,0,0,0,2002.0,0,3,3,0,1,0,0,0,4,0,0,30.0,0,1,0,1,2,2,1,0,1
925,0,24.0,1,0,0,1,0,0,0,6872.0,0,1,2,1,0,0,0,0,1,0,0,55.0,1,0,1,1,2,1,1,0,0
926,0,,1,1,0,0,0,0,0,697.0,0,1,4,0,1,0,0,0,2,0,0,46.0,1,0,1,2,2,1,1,0,0
927,0,,4,0,0,1,0,0,0,1049.0,0,1,4,0,0,0,0,0,4,0,0,21.0,0,1,0,1,2,1,0,0,1
928,0,48.0,2,0,1,0,0,0,0,10297.0,0,3,4,0,1,0,0,0,4,0,1,39.0,1,0,0,3,2,2,1,0,0
929,3,30.0,2,0,0,0,1,0,0,1867.0,4,4,4,0,1,0,0,0,4,0,0,58.0,0,0,1,1,2,1,1,0,1
930,0,12.0,3,1,0,0,0,0,0,1344.0,0,2,4,0,1,0,0,0,2,1,0,43.0,0,0,1,2,1,2,0,0,1
931,0,24.0,2,0,0,1,0,0,0,1747.0,0,1,4,0,1,0,1,0,1,0,0,24.0,0,0,1,1,1,1,0,1,1
932,1,9.0,2,0,0,0,1,0,0,1670.0,0,1,4,0,0,0,0,0,2,0,0,22.0,0,0,1,1,2,1,1,0,0
933,3,9.0,4,1,0,0,0,0,0,1224.0,0,2,3,0,1,0,0,0,1,1,0,30.0,0,0,1,2,2,1,0,0,1
934,3,12.0,4,0,0,0,1,0,0,522.0,2,4,4,0,1,0,0,0,4,0,0,42.0,0,0,1,2,2,2,1,0,1
935,0,12.0,2,0,0,0,1,0,0,1498.0,0,2,4,0,0,0,0,0,1,0,0,23.0,1,0,1,1,2,1,0,0,1
936,1,30.0,3,0,0,0,1,0,0,1919.0,1,1,4,0,1,0,0,0,3,0,1,30.0,1,0,1,2,3,1,0,0,0
937,2,9.0,2,0,0,0,1,0,0,745.0,0,2,3,0,0,0,0,0,2,1,0,28.0,0,0,1,1,1,1,0,0,0
938,1,,2,0,0,0,1,0,0,2063.0,0,1,4,0,0,1,0,0,3,0,0,30.0,0,1,0,1,3,1,1,0,1
939,1,60.0,2,0,0,0,0,1,0,6288.0,0,2,4,0,1,0,0,0,4,0,1,42.0,0,0,0,1,2,1,0,0,0
940,3,24.0,4,0,1,0,0,0,0,,4,2,2,0,1,0,0,0,4,0,0,46.0,0,0,1,2,3,2,1,0,1
941,3,12.0,2,1,0,0,0,0,0,3527.0,4,1,2,0,1,0,0,0,3,0,0,45.0,0,0,1,1,3,2,1,0,1
942,3,10.0,2,1,0,0,0,0,0,1546.0,0,2,3,0,1,0,0,0,2,1,0,,0,0,1,1,1,2,0,1,1
943,3,24.0,2,0,0,1,0,0,0,929.0,4,3,4,0,1,0,0,0,2,0,0,31.0,1,0,1,1,2,1,1,0,1
944,3,4.0,4,1,0,0,0,0,0,1455.0,0,3,2,0,1,0,0,0,1,1,0,,0,0,1,3,1,2,0,0,1
945,0,15.0,2,0,0,1,0,0,0,1845.0,0,1,4,0,0,0,0,1,1,0,0,46.0,0,1,0,1,2,1,0,0,1
946,1,48.0,0,1,0,0,0,0,0,8358.0,2,1,1,0,0,0,0,0,1,0,0,30.0,0,0,1,2,2,1,0,0,1
947,0,24.0,1,0,0,1,0,0,0,3349.0,2,1,4,0,1,0,0,0,4,0,1,30.0,0,0,0,1,2,2,1,0,0
948,3,12.0,2,1,0,0,0,0,0,2859.0,4,0,4,0,1,0,0,0,4,0,1,38.0,0,0,1,1,3,1,1,0,1
949,3,18.0,2,0,0,1,0,0,0,1533.0,0,1,4,0,0,1,1,0,1,0,0,43.0,0,0,1,1,1,2,0,0,0
950,3,24.0,2,0,0,0,1,0,0,3621.0,1,4,2,0,1,0,0,0,4,0,0,31.0,0,0,1,2,2,1,0,0,0
951,1,18.0,4,0,0,0,0,0,1,3590.0,0,0,3,0,0,1,0,0,3,0,0,40.0,0,0,1,3,0,2,1,0,1
952,0,36.0,3,0,0,0,0,0,1,2145.0,0,3,2,0,1,0,0,0,1,0,0,24.0,0,0,1,2,2,1,1,0,0
953,1,24.0,2,0,1,0,0,0,0,,2,1,3,0,0,0,0,0,4,0,0,28.0,0,1,0,1,2,1,0,0,0
954,3,36.0,2,0,0,1,0,0,0,10974.0,0,0,4,0,0,0,0,0,2,0,0,26.0,0,0,1,2,3,1,1,0,0
955,0,12.0,2,1,0,0,0,0,0,1893.0,0,2,4,0,0,0,0,1,4,0,0,,0,0,1,1,2,1,1,0,1
956,0,,4,0,0,0,1,0,0,1231.0,3,4,4,0,0,0,0,0,4,0,0,57.0,0,1,0,2,3,1,1,0,1
957,2,30.0,4,0,0,0,1,0,0,3656.0,4,4,4,0,1,0,0,0,4,0,0,49.0,1,0,1,2,1,1,0,0,1
958,1,9.0,4,0,0,0,1,0,0,1154.0,0,4,2,0,1,0,0,0,4,1,0,,0,0,1,3,1,1,0,0,1
959,0,28.0,2,1,0,0,0,0,0,4006.0,0,2,3,0,1,0,0,0,2,0,0,45.0,0,0,1,1,1,1,0,0,0
960,1,24.0,2,0,0,1,0,0,0,3069.0,1,4,4,0,1,0,0,0,4,0,1,30.0,0,0,0,1,2,1,0,0,1
961,3,6.0,4,0,0,0,1,0,0,1740.0,0,4,2,0,0,1,0,0,2,1,0,30.0,0,1,0,2,2,1,0,0,1
962,1,21.0,3,1,0,0,0,0,0,2353.0,0,2,1,1,0,0,0,0,4,0,0,47.0,0,0,1,2,2,1,0,0,1
963,3,15.0,2,1,0,0,0,0,0,3556.0,4,2,3,0,1,0,0,0,2,0,1,29.0,0,0,1,1,2,1,0,0,1
964,3,24.0,2,0,0,0,1,0,0,2397.0,2,4,3,0,1,0,0,0,2,0,0,35.0,1,0,1,2,2,1,1,0,0
965,1,6.0,2,0,0,0,0,0,0,454.0,0,1,3,0,0,1,0,0,1,0,0,22.0,0,0,1,1,1,1,0,0,1
966,1,30.0,2,0,0,0,1,0,0,1715.0,4,2,4,0,0,0,0,0,1,0,0,26.0,0,0,1,1,2,1,0,0,1
967,1,27.0,4,0,0,0,1,0,0,2520.0,2,2,4,0,1,0,0,0,2,0,0,23.0,0,0,1,2,1,1,0,0,0
968,3,15.0,2,0,0,0,1,0,0,3568.0,0,4,4,0,0,0,0,0,2,0,0,54.0,1,1,0,1,3,1,1,0,1
